Event_ID,Target_ID,Debris_ID,Miss_Distance_km,Relative_Velocity_kms,Collision_Angle_deg,Covariance_Trace,Collision_Probability,Risk_Label
EVT_84230,32604,86123,26.532,12.024,69.5,123.38,0.00011,SAFE
EVT_84231,34620,97127,78.803,5.001,81.1,343.899,0.0972,SAFE
EVT_84232,37738,88498,2.429,8.932,118.2,209.645,0.64503,MEDIUM
EVT_84233,21519,80357,4.504,12.18,5.9,194.136,0.33666,MEDIUM
EVT_84234,34536,85749,26.877,13.633,74.6,147.493,0.1439,SAFE
EVT_84235,40577,94862,3.788,5.837,156.0,43.964,0.2721,SAFE
EVT_84236,46960,88549,11.252,7.707,2.0,92.337,0.1022,SAFE
EVT_84237,24596,95007,1.906,7.693,146.6,489.331,0.97967,HIGH
EVT_84238,49000,81164,27.81,13.552,26.3,186.15,0.12092,SAFE
EVT_84239,24418,97052,12.88,9.622,103.0,113.843,0.22828,SAFE
EVT_84240,33696,86513,35.994,11.273,170.4,469.985,0.08659,SAFE
EVT_84241,32366,84445,5.414,14.543,178.9,353.045,0.48677,MEDIUM
EVT_84242,41903,97823,5.11,13.256,136.0,491.894,0.31475,MEDIUM
EVT_84243,23607,94562,9.273,5.745,107.3,188.517,0.30158,MEDIUM
EVT_84244,44463,97581,31.935,5.334,9.2,98.683,0.03556,SAFE
EVT_84245,28220,99300,15.861,12.474,68.9,160.484,0.09175,SAFE
EVT_84246,41229,80036,12.769,14.343,42.9,381.73,0.20919,SAFE
EVT_84247,20726,88995,10.644,9.598,41.3,442.955,0.21972,SAFE
EVT_84248,44325,86057,4.975,13.601,115.2,150.05,0.78548,MEDIUM
EVT_84249,44378,99692,11.833,12.229,177.3,159.57,0.02405,SAFE
EVT_84250,41136,93316,8.377,6.499,63.5,14.786,0.11864,SAFE
EVT_84251,43743,83065,6.647,5.181,99.3,134.116,0.65085,MEDIUM
EVT_84252,21797,81113,24.984,10.44,121.0,155.399,0.16768,SAFE
EVT_84253,45178,81566,15.057,8.819,139.2,304.901,0.28751,SAFE
EVT_84254,32224,96053,16.445,13.382,74.7,337.274,0.22558,SAFE
EVT_84255,34201,96291,23.282,8.869,17.8,185.519,0.24788,SAFE
EVT_84256,27380,98429,3.531,11.869,175.6,56.957,0.23957,SAFE
EVT_84257,34997,88331,33.654,13.775,149.9,397.745,0.22022,SAFE
EVT_84258,32164,93501,2.272,11.249,10.4,422.585,0.6215,MEDIUM
EVT_84259,32415,87627,12.601,13.07,159.3,234.421,0.10362,SAFE
EVT_84260,21644,86767,5.366,8.001,47.4,122.108,0.38929,MEDIUM
EVT_84261,31095,89686,23.447,13.369,160.4,453.125,0.0826,SAFE
EVT_84262,32180,88106,22.332,5.384,88.2,137.622,0.07135,SAFE
EVT_84263,30861,98966,3.637,6.02,113.6,253.618,0.36315,MEDIUM
EVT_84264,25139,99971,35.189,13.091,149.2,67.491,0.16449,SAFE
EVT_84265,22908,97599,3.278,13.969,75.2,195.026,0.3353,MEDIUM
EVT_84266,41562,84896,1.911,7.007,14.6,71.35,0.16867,SAFE
EVT_84267,41169,81617,0.902,6.633,86.5,16.772,0.1031,SAFE
EVT_84268,34452,83117,17.612,13.628,92.2,254.449,0.05741,SAFE
EVT_84269,31226,97681,2.386,14.192,141.5,485.745,0.59361,MEDIUM
EVT_84270,45921,90653,33.904,13.306,150.2,316.819,0.13893,SAFE
EVT_84271,43201,83199,19.8,10.802,9.4,187.518,0.15408,SAFE
EVT_84272,44352,86702,42.085,10.919,30.9,121.273,0.19793,SAFE
EVT_84273,26584,99857,24.055,11.697,41.7,416.692,0.27871,SAFE
EVT_84274,43915,97125,14.939,12.104,137.7,156.043,0.18579,SAFE
EVT_84275,31634,97500,12.789,11.778,168.0,468.173,0.12632,SAFE
EVT_84276,40585,89769,21.706,5.03,39.4,432.607,0.11657,SAFE
EVT_84277,25979,81140,25.714,7.187,90.6,323.016,0.13907,SAFE
EVT_84278,35692,94009,4.588,6.011,114.6,134.816,0.44423,MEDIUM
EVT_84279,31790,87144,1.327,12.014,165.8,40.681,0.2115,SAFE
EVT_84280,26437,90267,0.227,14.937,76.4,199.98,0.46545,MEDIUM
EVT_84281,41100,85113,17.159,7.751,140.7,326.146,0.06324,SAFE
EVT_84282,32884,88318,10.864,11.899,126.5,472.805,0.00377,SAFE
EVT_84283,49051,84707,26.189,5.436,130.5,307.764,0.10252,SAFE
EVT_84284,36356,99072,2.626,5.299,167.7,114.056,0.32875,MEDIUM
EVT_84285,32881,91794,2.947,10.884,100.1,345.243,0.76693,MEDIUM
EVT_84286,30395,88853,8.542,5.474,18.2,109.143,0.30378,MEDIUM
EVT_84287,25869,95469,18.268,12.592,166.9,76.923,0.20498,SAFE
EVT_84288,29959,93482,9.992,13.404,62.2,22.205,0.22634,SAFE
EVT_84289,21693,93269,34.833,12.078,85.0,342.843,0.09355,SAFE
EVT_84290,33876,99853,14.106,12.566,98.6,323.642,0.16876,SAFE
EVT_84291,24649,90527,2.349,8.026,177.9,255.618,0.52827,MEDIUM
EVT_84292,42341,82194,25.499,5.581,7.0,486.764,0.21461,SAFE
EVT_84293,49935,82491,5.327,5.236,164.9,61.904,0.03652,SAFE
EVT_84294,31298,94232,6.481,11.51,84.2,290.302,0.37758,MEDIUM
EVT_84295,33089,91121,8.928,6.231,115.8,163.573,0.60189,MEDIUM
EVT_84296,21364,85773,1.867,9.457,89.9,190.676,0.54849,MEDIUM
EVT_84297,22282,96464,38.886,10.356,89.2,228.705,0.16003,SAFE
EVT_84298,21498,85751,7.951,6.462,11.8,25.315,0.20964,SAFE
EVT_84299,22543,88134,2.153,6.481,112.8,147.719,0.66777,MEDIUM
EVT_84300,35854,93994,7.992,14.756,66.8,81.394,0.27507,SAFE
EVT_84301,28219,84318,6.775,14.051,19.6,320.823,0.49769,MEDIUM
EVT_84302,24078,83845,11.382,6.555,99.0,471.084,0.25979,SAFE
EVT_84303,48132,97714,30.786,10.209,93.7,32.837,0.21735,SAFE
EVT_84304,24241,96175,25.434,6.745,53.5,323.396,0.03387,SAFE
EVT_84305,35183,97916,38.251,6.255,18.7,284.331,0.18408,SAFE
EVT_84306,49036,91226,9.768,13.698,6.5,23.827,0.05456,SAFE
EVT_84307,22531,99094,2.478,10.458,48.1,180.877,0.34819,MEDIUM
EVT_84308,32801,92140,2.834,12.016,48.7,149.456,0.37629,MEDIUM
EVT_84309,41502,97805,16.849,14.75,161.0,208.711,0.15236,SAFE
EVT_84310,34680,86872,9.511,5.638,9.4,327.772,0.73577,MEDIUM
EVT_84311,30786,94353,4.933,9.923,94.3,340.893,0.43755,MEDIUM
EVT_84312,22123,95890,30.699,7.262,40.8,65.01,0.15351,SAFE
EVT_84313,49003,84493,14.821,14.149,168.7,154.169,0.24111,SAFE
EVT_84314,22710,91022,3.417,8.889,71.5,249.572,0.4383,MEDIUM
EVT_84315,26007,91468,15.791,13.411,5.2,269.908,0.08107,SAFE
EVT_84316,42713,96362,6.155,7.963,162.4,60.567,0.14174,SAFE
EVT_84317,43781,83817,18.844,13.927,153.0,149.2,0.21033,SAFE
EVT_84318,46727,90975,40.075,13.46,20.3,250.211,0.06504,SAFE
EVT_84319,40664,84606,4.036,14.969,159.1,402.855,0.75039,MEDIUM
EVT_84320,24108,80796,2.349,9.117,133.3,251.762,0.4967,MEDIUM
EVT_84321,39920,80869,9.584,14.054,167.0,248.058,0.77313,MEDIUM
EVT_84322,42248,96593,7.818,6.309,93.1,225.17,0.55004,MEDIUM
EVT_84323,20815,84013,7.529,9.427,100.9,370.253,0.64636,MEDIUM
EVT_84324,25321,86389,8.054,5.402,11.1,96.797,0.18288,SAFE
EVT_84325,24873,98832,1.887,7.963,84.8,421.647,0.86009,HIGH
EVT_84326,28716,90021,34.995,14.958,146.5,398.104,0.04765,SAFE
EVT_84327,43888,84404,8.651,5.989,142.7,434.906,0.58731,MEDIUM
EVT_84328,20613,90697,2.352,13.367,13.0,430.499,0.78217,MEDIUM
EVT_84329,25963,80520,25.218,9.915,111.4,437.003,0.04901,SAFE
EVT_84330,36074,94557,17.896,12.358,96.6,145.251,0.09395,SAFE
EVT_84331,38374,80361,52.537,6.76,86.5,310.974,0.12528,SAFE
EVT_84332,49603,93560,5.783,12.671,5.4,424.836,0.50574,MEDIUM
EVT_84333,45338,95498,2.181,6.043,136.2,483.58,0.60776,MEDIUM
EVT_84334,34362,87851,12.142,13.663,21.6,79.385,0.10235,SAFE
EVT_84335,49533,81487,11.474,6.086,124.0,455.109,0.19797,SAFE
EVT_84336,38511,89920,8.743,5.62,177.9,167.801,0.38432,MEDIUM
EVT_84337,31512,84797,6.261,12.095,83.9,386.036,0.64319,MEDIUM
EVT_84338,38214,92139,76.657,14.788,52.3,114.223,0.20806,SAFE
EVT_84339,33609,97397,8.139,12.459,19.9,55.651,0.04676,SAFE
EVT_84340,28514,87391,2.771,13.129,138.0,311.792,0.60686,MEDIUM
EVT_84341,27434,91042,6.041,14.316,128.9,207.783,0.69094,MEDIUM
EVT_84342,32966,86810,6.179,9.689,60.0,188.451,0.41179,MEDIUM
EVT_84343,29668,81345,24.985,9.864,125.3,169.464,0.07772,SAFE
EVT_84344,40383,92206,41.533,8.844,45.8,30.689,0.28379,SAFE
EVT_84345,23198,88065,3.348,10.04,103.7,452.972,0.72148,MEDIUM
EVT_84346,29751,88672,37.442,8.147,54.3,125.373,0.06523,SAFE
EVT_84347,29242,97073,1.824,8.08,48.4,438.832,0.93486,HIGH
EVT_84348,47484,81524,9.318,7.798,53.5,202.704,0.32316,MEDIUM
EVT_84349,37476,92020,5.882,7.957,73.6,283.112,0.45936,MEDIUM
EVT_84350,25908,98567,86.163,12.47,170.5,232.182,0.09573,SAFE
EVT_84351,44121,85680,10.945,11.955,64.1,487.702,0.14771,SAFE
EVT_84352,40592,92913,24.623,6.462,42.7,387.812,0.20738,SAFE
EVT_84353,20798,86980,8.728,5.421,76.9,429.815,0.70671,MEDIUM
EVT_84354,48126,84619,2.162,6.781,58.8,426.566,0.75976,MEDIUM
EVT_84355,21638,87531,5.618,6.659,144.9,411.724,0.63406,MEDIUM
EVT_84356,43880,97806,6.472,7.431,92.0,77.787,0.23364,SAFE
EVT_84357,29934,89023,14.226,13.065,178.4,449.46,0.08937,SAFE
EVT_84358,47619,81035,13.734,10.003,27.7,288.778,0.23413,SAFE
EVT_84359,47189,88092,4.71,11.836,35.8,308.363,0.78743,MEDIUM
EVT_84360,40375,87636,0.373,11.421,19.9,122.574,0.38503,MEDIUM
EVT_84361,48677,81383,10.67,12.757,28.7,274.143,0.08128,SAFE
EVT_84362,24005,89940,14.616,10.476,136.3,314.267,0.16152,SAFE
EVT_84363,23009,81760,44.476,14.8,162.8,319.658,0.2656,SAFE
EVT_84364,40574,95295,3.797,14.596,10.4,485.23,0.45725,MEDIUM
EVT_84365,23060,97783,10.487,8.809,26.7,365.261,0.04769,SAFE
EVT_84366,25653,87942,10.41,13.26,38.2,351.989,0.18049,SAFE
EVT_84367,26152,90627,11.894,7.692,29.2,47.068,0.17564,SAFE
EVT_84368,22930,95796,16.324,9.275,87.4,74.155,0.08726,SAFE
EVT_84369,26815,91112,10.9,8.107,66.4,23.947,0.14228,SAFE
EVT_84370,28907,86763,50.059,7.651,85.7,60.21,0.17666,SAFE
EVT_84371,44315,80744,13.846,14.12,6.7,299.199,0.01973,SAFE
EVT_84372,22771,90273,57.928,12.162,68.8,487.85,0.11164,SAFE
EVT_84373,36822,99871,8.592,5.643,82.5,137.348,0.58351,MEDIUM
EVT_84374,40942,87184,0.379,10.085,83.7,45.51,0.00178,SAFE
EVT_84375,46130,97048,16.841,8.023,100.1,220.597,0.07731,SAFE
EVT_84376,33845,86688,19.266,11.024,98.2,154.084,0.1859,SAFE
EVT_84377,41402,91391,49.207,11.874,13.5,322.404,0.20462,SAFE
EVT_84378,47647,96853,4.395,13.706,62.7,198.91,0.65545,MEDIUM
EVT_84379,25646,86531,42.889,14.24,25.2,124.29,0.26817,SAFE
EVT_84380,41631,92135,15.393,7.153,81.7,182.765,0.24571,SAFE
EVT_84381,43086,91338,0.783,14.048,13.0,42.747,0.20839,SAFE
EVT_84382,47783,81945,36.454,6.051,153.1,484.037,0.26073,SAFE
EVT_84383,47566,98033,34.016,6.984,164.7,17.624,0.08076,SAFE
EVT_84384,25707,94417,13.036,6.267,167.2,444.22,0.07816,SAFE
EVT_84385,27165,92422,34.188,9.533,53.5,239.089,0.01124,SAFE
EVT_84386,38149,99437,4.098,13.424,34.5,422.122,0.60283,MEDIUM
EVT_84387,24781,91386,15.287,14.218,143.8,208.663,0.25907,SAFE
EVT_84388,38576,85162,33.308,5.601,70.2,186.073,0.01267,SAFE
EVT_84389,45888,90022,12.71,8.351,144.5,274.416,0.06096,SAFE
EVT_84390,27638,85191,1.421,12.01,108.7,161.504,0.49969,MEDIUM
EVT_84391,23424,85772,0.746,6.352,119.3,152.786,0.58766,MEDIUM
EVT_84392,49147,92103,3.023,12.971,35.2,24.625,0.19378,SAFE
EVT_84393,35068,94793,13.509,12.919,107.0,296.281,0.00145,SAFE
EVT_84394,28256,94267,41.072,7.981,34.1,347.826,0.10066,SAFE
EVT_84395,29159,87124,68.257,14.452,144.6,366.258,0.19466,SAFE
EVT_84396,20754,83957,17.352,12.844,162.5,477.405,0.05085,SAFE
EVT_84397,39170,93048,28.446,10.398,59.0,207.743,0.10197,SAFE
EVT_84398,46884,85765,2.389,11.175,17.9,297.219,0.49894,MEDIUM
EVT_84399,31927,88868,6.423,6.656,1.9,20.251,0.19395,SAFE
EVT_84400,33904,84403,5.558,10.865,43.4,279.208,0.54252,MEDIUM
EVT_84401,32969,99019,7.24,11.525,87.3,477.656,0.6574,MEDIUM
EVT_84402,27654,81165,36.705,11.407,134.4,237.263,0.07809,SAFE
EVT_84403,42203,80979,6.274,10.231,42.0,493.38,0.60502,MEDIUM
EVT_84404,40926,90201,30.852,13.588,130.1,175.748,0.05289,SAFE
EVT_84405,31001,85976,0.218,11.909,124.9,472.074,0.81684,HIGH
EVT_84406,41343,89560,3.752,13.814,25.3,237.701,0.4232,MEDIUM
EVT_84407,41405,83099,4.885,8.226,155.9,327.237,0.66814,MEDIUM
EVT_84408,40256,84129,70.893,6.579,135.7,28.773,0.23368,SAFE
EVT_84409,33446,98115,14.361,11.199,32.9,196.781,0.01642,SAFE
EVT_84410,29402,91032,3.43,5.223,93.9,376.635,0.59958,MEDIUM
EVT_84411,34031,99461,10.222,12.0,72.9,364.871,0.08931,SAFE
EVT_84412,36961,80865,20.752,10.152,151.5,446.593,0.03005,SAFE
EVT_84413,38884,98286,19.812,10.051,39.5,210.925,0.06464,SAFE
EVT_84414,35663,83697,5.827,12.957,109.6,266.014,0.48679,MEDIUM
EVT_84415,36559,96832,49.196,12.776,158.9,329.661,0.11409,SAFE
EVT_84416,31115,82214,51.176,8.855,162.7,194.736,0.21913,SAFE
EVT_84417,49532,95206,23.381,9.414,150.2,309.369,0.25152,SAFE
EVT_84418,28410,90375,36.041,11.126,66.3,431.764,0.26529,SAFE
EVT_84419,41655,84428,3.456,6.16,76.1,250.143,0.64556,MEDIUM
EVT_84420,22152,95160,1.743,13.377,101.4,218.601,0.72523,MEDIUM
EVT_84421,35954,97458,3.011,7.85,20.2,485.508,0.70275,MEDIUM
EVT_84422,21471,92658,11.936,6.068,122.0,324.64,0.21351,SAFE
EVT_84423,38887,97453,0.228,9.401,127.6,56.39,0.06378,SAFE
EVT_84424,49034,88546,23.297,14.165,150.4,368.85,0.25729,SAFE
EVT_84425,29377,92762,38.22,6.105,137.4,197.883,0.06257,SAFE
EVT_84426,29447,91035,9.907,5.601,83.8,295.568,0.75775,MEDIUM
EVT_84427,30432,83899,12.711,12.302,11.4,400.926,0.22059,SAFE
EVT_84428,40411,95528,11.263,7.037,74.4,415.226,0.07378,SAFE
EVT_84429,35885,95328,8.091,6.957,3.4,78.919,0.2409,SAFE
EVT_84430,31221,89094,28.28,14.631,3.4,336.712,0.09682,SAFE
EVT_84431,49662,95551,45.377,7.176,130.5,391.993,0.21046,SAFE
EVT_84432,38745,84937,21.451,5.439,49.2,221.442,0.23451,SAFE
EVT_84433,46264,82028,2.313,5.015,147.8,135.04,0.42545,MEDIUM
EVT_84434,28393,84053,22.669,9.13,149.6,471.49,0.2095,SAFE
EVT_84435,24082,93109,20.948,12.314,130.4,90.868,0.10852,SAFE
EVT_84436,43152,81924,26.886,14.018,28.5,318.664,0.19156,SAFE
EVT_84437,34113,98621,15.923,8.6,24.2,44.049,0.0987,SAFE
EVT_84438,32950,89487,0.012,10.943,119.3,306.913,0.93717,HIGH
EVT_84439,29017,93199,6.219,7.994,104.4,103.868,0.60977,MEDIUM
EVT_84440,40051,86921,4.465,11.885,72.5,76.603,0.09618,SAFE
EVT_84441,43228,86239,17.245,6.229,140.6,167.931,0.20645,SAFE
EVT_84442,23832,94817,5.177,13.198,141.5,180.418,0.66966,MEDIUM
EVT_84443,20399,84547,2.074,14.298,121.5,485.128,0.73981,MEDIUM
EVT_84444,47283,84402,3.917,14.091,45.6,355.118,0.42826,MEDIUM
EVT_84445,26701,97042,46.927,12.162,62.1,184.834,0.24945,SAFE
EVT_84446,38478,97594,2.652,5.37,49.8,460.947,0.78013,MEDIUM
EVT_84447,49518,96422,7.755,14.024,114.7,484.701,0.53382,MEDIUM
EVT_84448,43278,87165,22.497,11.962,172.4,239.51,0.12238,SAFE
EVT_84449,45022,90808,3.942,7.306,81.8,327.26,0.549,MEDIUM
EVT_84450,46581,91872,23.838,11.315,1.2,289.237,0.21725,SAFE
EVT_84451,43702,83858,1.343,11.723,150.1,159.177,0.34749,MEDIUM
EVT_84452,29308,83275,0.436,10.313,48.8,193.462,0.54683,MEDIUM
EVT_84453,31871,83427,21.064,7.726,7.3,77.313,0.05776,SAFE
EVT_84454,23359,89270,24.994,13.007,93.2,280.931,0.21994,SAFE
EVT_84455,44428,98751,19.249,5.965,17.3,241.31,0.19353,SAFE
EVT_84456,49819,80253,23.298,12.026,178.6,166.225,0.05877,SAFE
EVT_84457,24871,97005,16.358,13.272,124.0,97.559,0.06108,SAFE
EVT_84458,40955,93363,4.039,6.276,43.3,383.074,0.34664,MEDIUM
EVT_84459,23828,90079,36.251,14.619,139.3,285.672,0.02486,SAFE
EVT_84460,35843,92904,23.63,11.984,83.9,309.247,0.01818,SAFE
EVT_84461,26374,95910,32.621,14.7,98.9,67.139,0.13588,SAFE
EVT_84462,23491,91558,16.139,8.078,21.3,454.698,0.10085,SAFE
EVT_84463,23440,98982,21.375,5.859,153.6,96.49,0.13246,SAFE
EVT_84464,39897,96782,27.509,6.776,77.6,45.465,0.17539,SAFE
EVT_84465,39347,93746,9.866,5.324,154.2,90.696,0.08306,SAFE
EVT_84466,32545,80756,14.435,9.63,123.4,209.799,0.21415,SAFE
EVT_84467,32578,92455,20.175,14.998,152.6,291.337,0.25696,SAFE
EVT_84468,22322,82030,0.227,9.078,64.2,90.281,0.24145,SAFE
EVT_84469,29086,82219,6.085,14.715,11.7,144.167,0.60709,MEDIUM
EVT_84470,21966,93657,0.274,9.683,95.6,76.452,0.19612,SAFE
EVT_84471,31002,91123,7.768,8.824,164.3,433.032,0.62049,MEDIUM
EVT_84472,30702,96893,4.411,11.215,171.2,348.112,0.36741,MEDIUM
EVT_84473,33185,91764,12.134,5.038,95.7,439.406,0.01653,SAFE
EVT_84474,28864,98508,2.607,13.454,92.6,111.099,0.48592,MEDIUM
EVT_84475,20372,99120,21.658,9.602,5.7,392.24,0.18084,SAFE
EVT_84476,20183,89295,44.91,13.75,152.7,387.393,0.27807,SAFE
EVT_84477,49828,88177,17.825,14.262,21.6,478.997,0.19971,SAFE
EVT_84478,49414,93190,0.805,9.816,131.1,45.201,0.13052,SAFE
EVT_84479,24526,92055,12.271,9.58,55.7,474.169,0.11736,SAFE
EVT_84480,32026,84556,34.176,11.364,47.1,43.69,0.07024,SAFE
EVT_84481,27540,85006,31.314,11.539,92.5,45.51,0.2331,SAFE
EVT_84482,29483,90733,20.672,6.83,159.2,42.786,0.19385,SAFE
EVT_84483,40182,99705,16.721,6.111,100.1,17.708,0.1998,SAFE
EVT_84484,45573,80450,12.112,8.028,162.8,466.681,0.15387,SAFE
EVT_84485,44428,85644,1.182,11.021,160.2,170.44,0.71615,MEDIUM
EVT_84486,43218,92562,8.93,13.139,28.7,244.171,0.52381,MEDIUM
EVT_84487,39986,86928,12.754,9.769,108.6,286.567,0.05067,SAFE
EVT_84488,28757,88265,6.88,6.312,58.6,209.775,0.43806,MEDIUM
EVT_84489,35629,94006,45.202,10.573,79.6,390.991,0.1801,SAFE
EVT_84490,42471,99864,16.742,13.43,66.3,455.25,0.16298,SAFE
EVT_84491,44920,85222,3.682,9.442,100.5,443.898,0.56333,MEDIUM
EVT_84492,30344,94040,33.191,9.621,160.7,218.522,0.00311,SAFE
EVT_84493,43987,81247,6.91,13.959,116.2,43.458,0.21859,SAFE
EVT_84494,21357,91520,1.012,5.988,137.5,470.324,0.8969,HIGH
EVT_84495,44820,97341,0.608,13.207,107.3,279.536,0.33063,MEDIUM
EVT_84496,20648,96485,24.721,11.545,149.1,77.049,0.13228,SAFE
EVT_84497,38502,85490,15.849,12.137,85.0,134.837,0.06829,SAFE
EVT_84498,47652,84968,4.182,5.935,133.3,489.863,0.35658,MEDIUM
EVT_84499,20451,95260,21.635,13.764,83.7,186.791,0.03985,SAFE
EVT_84500,40997,91606,0.272,10.447,45.4,217.222,0.42996,MEDIUM
EVT_84501,49205,82768,20.515,11.161,45.4,82.693,0.16205,SAFE
EVT_84502,26442,97214,28.437,13.321,125.4,40.826,0.07882,SAFE
EVT_84503,37843,89591,12.02,11.888,155.3,110.775,0.00263,SAFE
EVT_84504,33959,93177,6.99,9.451,111.0,135.483,0.39885,MEDIUM
EVT_84505,33141,80032,19.684,9.752,158.4,443.287,0.03945,SAFE
EVT_84506,36889,94434,15.613,14.662,59.7,397.547,0.02386,SAFE
EVT_84507,34180,90631,8.269,5.856,13.7,130.254,0.42594,MEDIUM
EVT_84508,45062,90425,20.395,6.833,150.9,295.93,0.22455,SAFE
EVT_84509,22663,90836,46.451,13.607,39.0,234.93,0.08354,SAFE
EVT_84510,36290,94716,3.727,7.604,159.2,371.864,0.47694,MEDIUM
EVT_84511,40982,81038,14.463,5.169,32.0,308.638,0.25556,SAFE
EVT_84512,27255,80664,35.354,6.763,158.5,119.913,0.14887,SAFE
EVT_84513,31762,98511,0.586,9.439,78.1,391.567,0.80875,HIGH
EVT_84514,46096,89873,23.305,7.131,35.0,187.305,0.10649,SAFE
EVT_84515,46130,98366,6.867,6.612,48.9,199.833,0.59448,MEDIUM
EVT_84516,20323,88235,4.253,6.097,131.5,35.324,0.27588,SAFE
EVT_84517,43175,82083,0.642,12.441,179.3,420.674,0.9589,HIGH
EVT_84518,42594,93287,20.641,6.959,120.3,262.079,0.20095,SAFE
EVT_84519,22858,87186,0.604,14.998,102.0,352.363,0.85209,HIGH
EVT_84520,21124,96874,14.412,5.348,27.6,386.923,0.03266,SAFE
EVT_84521,31254,98117,13.774,10.184,179.4,138.527,0.04182,SAFE
EVT_84522,29525,89859,3.481,8.042,16.5,434.808,0.74526,MEDIUM
EVT_84523,34579,98458,9.586,14.992,25.9,76.245,0.10613,SAFE
EVT_84524,29918,99332,47.666,12.138,70.7,84.195,0.10016,SAFE
EVT_84525,27905,82459,0.784,8.18,33.4,61.587,0.09044,SAFE
EVT_84526,42501,90258,0.614,8.771,99.5,355.32,0.9459,HIGH
EVT_84527,29924,87775,4.705,8.966,44.1,116.264,0.50752,MEDIUM
EVT_84528,39889,90009,6.806,9.742,158.2,431.295,0.7455,MEDIUM
EVT_84529,34678,97373,4.22,9.713,140.2,452.665,0.47654,MEDIUM
EVT_84530,46125,93402,9.845,7.72,42.8,51.777,0.15775,SAFE
EVT_84531,24212,97346,0.822,10.598,105.7,49.703,0.08054,SAFE
EVT_84532,23720,95287,32.954,11.86,19.3,174.551,0.13105,SAFE
EVT_84533,48356,99942,27.199,8.467,47.2,144.456,0.17231,SAFE
EVT_84534,26650,84666,3.669,8.836,87.2,245.633,0.3097,MEDIUM
EVT_84535,46637,98351,122.141,10.381,137.4,323.172,0.23905,SAFE
EVT_84536,29529,90300,8.545,13.323,129.4,42.513,0.26805,SAFE
EVT_84537,47949,88583,2.17,7.899,46.6,419.77,0.30798,MEDIUM
EVT_84538,24428,98932,6.03,13.387,151.9,479.705,0.32558,MEDIUM
EVT_84539,36999,85157,12.391,9.778,104.2,376.67,0.04155,SAFE
EVT_84540,21816,87107,11.085,14.648,42.3,260.46,0.26561,SAFE
EVT_84541,48025,85228,4.944,14.579,44.2,254.463,0.53151,MEDIUM
EVT_84542,24213,88200,0.277,14.289,4.2,468.682,0.9211,HIGH
EVT_84543,30663,98387,1.098,10.879,62.4,254.39,0.52531,MEDIUM
EVT_84544,35023,98635,25.754,8.335,139.9,360.271,0.03114,SAFE
EVT_84545,21335,82811,7.892,13.899,96.1,470.005,0.65015,MEDIUM
EVT_84546,40181,90790,16.182,8.636,155.1,103.759,0.00322,SAFE
EVT_84547,24630,91173,9.64,10.526,143.5,168.159,0.61052,MEDIUM
EVT_84548,38911,93195,1.805,10.235,27.4,378.824,0.81811,HIGH
EVT_84549,28676,81171,13.404,5.394,55.7,367.218,0.12764,SAFE
EVT_84550,31947,97284,3.416,9.4,8.1,286.809,0.57655,MEDIUM
EVT_84551,44828,96322,12.052,11.245,69.1,106.733,0.19577,SAFE
EVT_84552,38641,80392,73.13,12.908,7.5,91.632,0.27088,SAFE
EVT_84553,23315,91591,12.458,8.099,85.0,14.024,0.16624,SAFE
EVT_84554,27686,85657,32.214,7.6,54.0,241.646,0.03076,SAFE
EVT_84555,48928,89694,6.72,6.712,13.4,265.019,0.72378,MEDIUM
EVT_84556,38600,95114,7.516,11.23,76.5,313.722,0.40407,MEDIUM
EVT_84557,49237,89528,10.393,8.413,31.9,221.988,0.20566,SAFE
EVT_84558,31312,88602,57.917,7.595,156.6,451.526,0.11122,SAFE
EVT_84559,38374,96341,15.615,12.863,134.7,39.496,0.23631,SAFE
EVT_84560,42516,82991,4.873,8.959,154.6,100.461,0.53925,MEDIUM
EVT_84561,33294,97014,35.668,13.538,117.8,170.004,0.20932,SAFE
EVT_84562,44536,85503,6.176,9.207,155.8,164.0,0.49667,MEDIUM
EVT_84563,49123,85062,6.284,8.775,143.0,491.833,0.75031,MEDIUM
EVT_84564,46483,91042,4.998,8.328,92.3,444.957,0.73378,MEDIUM
EVT_84565,47847,99371,1.796,14.423,59.1,388.04,0.88013,HIGH
EVT_84566,20791,87718,12.163,13.314,151.9,138.038,0.14088,SAFE
EVT_84567,29710,82269,1.177,10.986,74.1,454.824,0.98348,HIGH
EVT_84568,22299,86939,0.265,13.537,11.9,271.17,0.59193,MEDIUM
EVT_84569,38875,86877,22.813,12.404,48.4,369.157,0.28755,SAFE
EVT_84570,21569,82459,2.058,10.327,72.7,466.158,0.5564,MEDIUM
EVT_84571,22928,85481,7.466,9.465,14.6,441.088,0.67197,MEDIUM
EVT_84572,39958,93448,4.913,5.129,46.0,314.825,0.75303,MEDIUM
EVT_84573,23821,84577,7.152,11.7,157.4,25.339,0.16227,SAFE
EVT_84574,41179,95096,15.138,5.116,165.1,255.416,0.06417,SAFE
EVT_84575,34158,87145,10.873,8.652,130.2,206.95,0.10887,SAFE
EVT_84576,47852,93910,2.307,10.307,35.9,460.083,0.3133,MEDIUM
EVT_84577,21915,84910,8.338,11.128,101.4,300.837,0.56225,MEDIUM
EVT_84578,43318,92364,5.141,14.851,22.3,179.602,0.63198,MEDIUM
EVT_84579,40770,86254,19.278,6.971,148.4,304.067,0.22079,SAFE
